;;Destino;Codigo;Dia_semana;Opera_desde;Opera_hasta;Hora_Salida;Aeronave;Num_vuelo;Pais;Escala;Origen
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;    V D;31/10/2021;25/03/2022;12:20;320;  EZY1902;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;  X    ;02/03/2022;16/03/2022;12:20;320;  EZY1902;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;L      ;01/11/2021;21/03/2022;12:50;320;  EZY1902;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;   J   ;04/11/2021;24/03/2022;12:55;320;  EZY1902;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN; M     ;25/01/2022;22/03/2022;13:10;320;  EZY1902;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;L      ;17/01/2022;21/03/2022;13:25;73H;  RUK5882;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;  X V  ;09/03/2022;25/03/2022;14:45;73H;  EXS772;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;    V  ;04/03/2022;25/03/2022;15:15;73H;  EXS1768;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;    V  ;18/02/2022;04/03/2022;15:35;73H;  EXS772;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;    V  ;17/12/2021;25/03/2022;15:45;75W;  EXS918;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN; M     ;25/01/2022;22/03/2022;15:45;75W;  EXS918;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;L X  SD;12/02/2022;26/03/2022;15:45;75W;  EXS918;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;   J   ;03/03/2022;24/03/2022;15:45;75W;  EXS918;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;    V  ;21/01/2022;25/03/2022;16:45;321;  EXS756;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN; M     ;15/02/2022;08/03/2022;16:45;321;  EXS756;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;   J   ;03/03/2022;24/03/2022;16:45;321;  EXS756;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;      D;06/03/2022;06/03/2022;16:45;321;  EXS756;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;L      ;07/03/2022;21/03/2022;17:00;73H;  EXS756;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN; M    D;13/03/2022;20/03/2022;17:00;73H;  EXS756;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;     S ;05/03/2022;05/03/2022;17:55;73H;  EXS756;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN; M     ;08/02/2022;22/03/2022;18:10;320;  EZY1904;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;  X    ;23/02/2022;23/03/2022;18:10;320;  EZY1904;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;     S ;12/03/2022;12/03/2022;18:15;75W;  EXS756;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;     S ;05/02/2022;26/03/2022;18:35;320;  EZY1904;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN; M     ;01/02/2022;22/03/2022;19:00;73H;  RUK4331;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;L X    ;02/02/2022;23/03/2022;19:00;73H;  RYR4331;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;     S ;19/02/2022;26/03/2022;19:05;75W;  EXS1768;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;    V  ;07/01/2022;25/03/2022;19:10;73H;  RYR4331;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;   J   ;03/03/2022;24/03/2022;19:15;320;  EZY1904;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;      D;31/10/2021;20/03/2022;19:20;73H;  RYR4331;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;   J   ;03/02/2022;24/03/2022;19:20;73H;  RYR4333;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;      D;06/03/2022;20/03/2022;19:30;321;  EXS772;REINO UNIDO;;TFS
W21;Destino;MANCHESTER /INTERNACIONAL;MAN;    V  ;31/12/2021;25/03/2022;19:50;320;  EZY1908;REINO UNIDO;;TFS
W21;Destino;MARSELLA;MRS;     S ;01/01/2022;26/03/2022;9:55;73H;  RYR6739;FRANCIA;;TFS
W21;Destino;MARSELLA;MRS;     S ;05/02/2022;19/03/2022;10:30;320;  VOE2589;FRANCIA;;TFS
W21;Destino;MARSELLA;MRS; M     ;02/11/2021;22/03/2022;17:35;73H;  RYR6739;FRANCIA;;TFS
W21;Destino;MARSELLA;MRS;      D;06/03/2022;20/03/2022;18:55;320;  VOE2589;FRANCIA;;TFS
W21;Destino;MEMMINGEN;FMM;  X    ;03/11/2021;23/03/2022;11:20;73H;  RYR1038;ALEMANIA;;TFS
W21;Destino;MEMMINGEN;FMM;      D;31/10/2021;20/03/2022;16:25;73H;  RYR1038;ALEMANIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;L   V  ;03/12/2021;25/03/2022;10:20;7M8;  RYR1810;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;  X    ;02/02/2022;23/03/2022;10:20;7M8;  RYR1810;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;   J   ;17/02/2022;10/03/2022;11:25;32Q;  EJU2588;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;L      ;07/03/2022;21/03/2022;12:10;7S8;  NOS1460;ITALIA;ACE;TFS
W21;Destino;MILAN /MALPENSA;MXP;  X    ;23/02/2022;23/03/2022;17:10;320;  EJU2588;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;L      ;07/02/2022;21/03/2022;17:20;32Q;  EJU2588;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;    V  ;25/02/2022;25/03/2022;17:20;32Q;  EJU2588;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;     S ;05/03/2022;26/03/2022;17:20;32Q;  EJU2588;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP; M     ;01/03/2022;22/03/2022;17:30;32Q;  EJU2588;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;      D;06/03/2022;20/03/2022;18:30;320;  EJU2588;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;    V  ;11/02/2022;04/03/2022;19:40;321;  WZZ5516;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;    V  ;04/03/2022;25/03/2022;19:55;320;  EJU2590;ITALIA;;TFS
W21;Destino;MILAN /MALPENSA;MXP;L   V  ;07/03/2022;25/03/2022;20:55;321;  WZZ5516;ITALIA;;TFS
W21;Destino;MILAN/BERGAMO;BGY;   J   ;03/02/2022;24/03/2022;11:15;7M8;  RYR8839;ITALIA;;TFS
W21;Destino;MILAN/BERGAMO;BGY;  X V  ;03/11/2021;25/03/2022;11:25;7M8;  RYR8839;ITALIA;;TFS
W21;Destino;MILAN/BERGAMO;BGY;L      ;06/12/2021;21/03/2022;11:25;7M8;  RYR8839;ITALIA;;TFS
W21;Destino;MILAN/BERGAMO;BGY;     SD;05/02/2022;26/03/2022;11:25;7M8;  RYR8839;ITALIA;;TFS
W21;Destino;MOSCU /SHEREMETYEVO;SVO;     S ;19/02/2022;26/03/2022;20:45;32N;  AFL2549;FEDERACION RUSA;;TFS
W21;Destino;MUENSTER;FMO;    V  ;21/01/2022;25/03/2022;17:55;73H;  CXI9058;ALEMANIA;;TFS
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;     S ;13/11/2021;26/03/2022;12:00;7S8;  TUI2197;ALEMANIA;;TFS
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;  X    ;02/02/2022;02/03/2022;12:00;7S8;  TUI2197;ALEMANIA;;TFS
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;    V  ;04/03/2022;25/03/2022;13:55;32B;  CFG1585;ALEMANIA;;TFS
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;      D;06/03/2022;13/03/2022;14:05;321;  DLH1839;ALEMANIA;;TFS
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;      D;06/03/2022;06/03/2022;14:10;321;  DLH2663;ALEMANIA;;TFS
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;   J S ;03/03/2022;17/03/2022;14:20;32N;  DLH1839;ALEMANIA;;TFS
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;  X    ;09/03/2022;23/03/2022;14:20;7S8;  TUI2196;ALEMANIA;;TFS
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;L      ;07/03/2022;21/03/2022;15:15;320;  CFG1585;ALEMANIA;;TFS
W21;Destino;MUNICH /FRANZ JOSEF STRAUSS;MUC;   J   ;04/11/2021;24/03/2022;15:35;7S8;  TUI2703;ALEMANIA;;TFS
W21;Destino;NANTES / ATLANTIQUE;NTE;      D;13/02/2022;20/03/2022;10:15;320;  EJU3284;FRANCIA;;TFS
W21;Destino;NANTES / ATLANTIQUE;NTE;     S ;26/02/2022;26/03/2022;16:35;319;  VOE2807;FRANCIA;;TFS
W21;Destino;NANTES / ATLANTIQUE;NTE;     S ;01/01/2022;26/03/2022;17:15;320;  EJU7702;FRANCIA;;TFS
W21;Destino;NANTES / ATLANTIQUE;NTE; M     ;21/12/2021;22/03/2022;18:10;320;  EJU7702;FRANCIA;;TFS
W21;Destino;NANTES / ATLANTIQUE;NTE;      D;06/02/2022;20/03/2022;19:30;319;  VOE2807;FRANCIA;;TFS
W21;Destino;NAPOLES;NAP;   J   ;03/02/2022;24/03/2022;10:15;7M8;  RYR8694;ITALIA;;TFS
W21;Destino;NAPOLES;NAP; M     ;07/12/2021;22/03/2022;10:30;7M8;  RYR8694;ITALIA;;TFS
W21;Destino;NAPOLES;NAP;     S ;08/01/2022;26/03/2022;10:40;7M8;  RYR8694;ITALIA;;TFS
W21;Destino;NAPOLES;NAP;      D;31/10/2021;20/03/2022;12:00;320;  EJU4858;ITALIA;;TFS
W21;Destino;NAPOLES;NAP; M     ;08/02/2022;22/03/2022;12:20;320;  EJU4858;ITALIA;;TFS
W21;Destino;NAPOLES;NAP;  X    ;09/03/2022;23/03/2022;16:40;320;  EJU4858;ITALIA;;TFS
W21;Destino;NEWCASTLE;NCL;L  JV D;04/11/2021;25/03/2022;14:45;73H;  EXS518;REINO UNIDO;;TFS
W21;Destino;NEWCASTLE;NCL;     S ;08/01/2022;26/03/2022;14:45;73H;  EXS518;REINO UNIDO;;TFS
W21;Destino;NEWCASTLE;NCL;  X    ;16/02/2022;23/03/2022;14:45;73H;  EXS518;REINO UNIDO;;TFS
W21;Destino;NEWCASTLE;NCL; M     ;01/02/2022;22/03/2022;14:50;73H;  EXS518;REINO UNIDO;;TFS
W21;Destino;NEWCASTLE;NCL;    V  ;18/02/2022;04/03/2022;16:30;73H;  EXS506;REINO UNIDO;;TFS
W21;Destino;NEWCASTLE;NCL;    V  ;11/03/2022;25/03/2022;18:40;73H;  EXS506;REINO UNIDO;;TFS
W21;Destino;NEWCASTLE;NCL;     S ;12/02/2022;12/03/2022;19:30;73H;  EXS506;REINO UNIDO;;TFS
W21;Destino;NIZA /COTE D-AZUR;NCE;     S ;01/01/2022;26/03/2022;18:00;320;  EJU1602;FRANCIA;;TFS
W21;Destino;NIZA /COTE D-AZUR;NCE;  X    ;09/02/2022;23/03/2022;18:00;320;  EJU1602;FRANCIA;;TFS
W21;Destino;NUREMBERG;NUE;      D;23/01/2022;20/03/2022;17:40;73H;  CXI2180;ALEMANIA;;TFS
W21;Destino;NUREMBERG;NUE;   J   ;03/03/2022;24/03/2022;18:25;73H;  CXI2150;ALEMANIA;;TFS
W21;Destino;OOSTENDE-BRUGGE / OOSTENDEN;OST;      D;06/03/2022;13/03/2022;10:50;7M8;  JAF1802;BELGICA;;TFS
W21;Destino;OOSTENDE-BRUGGE / OOSTENDEN;OST;   J   ;03/03/2022;10/03/2022;13:00;7M8;  JAF1802;BELGICA;;TFS
W21;Destino;OOSTENDE-BRUGGE / OOSTENDEN;OST;  X    ;23/02/2022;23/03/2022;21:10;7M8;  JAF1802;BELGICA;;TFS
W21;Destino;OOSTENDE-BRUGGE / OOSTENDEN;OST;     S ;05/03/2022;05/03/2022;21:10;7M8;  JAF1804;BELGICA;;TFS
W21;Destino;OOSTENDE-BRUGGE / OOSTENDEN;OST;     S ;12/03/2022;26/03/2022;21:10;7M8;  JAF1802;BELGICA;;TFS
W21;Destino;OPORTO;OPO;      D;06/02/2022;20/03/2022;10:30;73H;  RYR1207;PORTUGAL;;TFS
W21;Destino;OPORTO;OPO;   J   ;03/02/2022;24/03/2022;13:15;73H;  RYR1207;PORTUGAL;;TFS
W21;Destino;OSLO / GARDERMOEN;OSL;     S ;06/11/2021;26/03/2022;16:10;73H;  NOZ1823;NORUEGA;;TFS
W21;Destino;OSLO / GARDERMOEN;OSL; M     ;02/11/2021;22/03/2022;17:20;73H;  NOZ1823;NORUEGA;;TFS
W21;Destino;PARIS /BEAUVAIS-TILLE AIRPORT;BVA;   J   ;03/02/2022;24/03/2022;17:10;7M8;  RYR1513;FRANCIA;;TFS
W21;Destino;PARIS /BEAUVAIS-TILLE AIRPORT;BVA;      D;06/02/2022;20/03/2022;17:20;7M8;  RYR1513;FRANCIA;;TFS
W21;Destino;PARIS /ORLY;ORY; M     ;02/11/2021;22/03/2022;10:05;73H;  TVF3121;FRANCIA;;TFS
W21;Destino;PARIS /ORLY;ORY;   J   ;10/02/2022;24/03/2022;10:05;73H;  TVF3121;FRANCIA;;TFS
W21;Destino;PARIS /ORLY;ORY;     S ;05/02/2022;26/03/2022;10:30;320;  VLG3131;FRANCIA;;TFS
W21;Destino;PARIS /ORLY;ORY;     S ;06/11/2021;26/03/2022;10:35;73H;  TVF3121;FRANCIA;;TFS
W21;Destino;PARIS /ORLY;ORY; M     ;01/03/2022;01/03/2022;14:00;320;  VLG3131;FRANCIA;;TFS
W21;Destino;PARIS /ORLY;ORY; M     ;15/03/2022;22/03/2022;14:00;320;  VLG3131;FRANCIA;;TFS
W21;Destino;PARIS/ CHARLES DE GAULLE;CDG;     S ;27/11/2021;26/03/2022;14:10;319;  AFR1163;FRANCIA;;TFS
W21;Destino;PARIS/ CHARLES DE GAULLE;CDG;L      ;21/02/2022;21/03/2022;14:10;319;  AFR1163;FRANCIA;;TFS
W21;Destino;PARIS/ CHARLES DE GAULLE;CDG;     S ;06/11/2021;26/03/2022;16:25;320;  EJU3858;FRANCIA;;TFS
W21;Destino;PARIS/ CHARLES DE GAULLE;CDG; M     ;02/11/2021;22/03/2022;17:10;32Q;  EJU3858;FRANCIA;;TFS
W21;Destino;PISA / GALILEO GALILEI;PSA;   J   ;03/02/2022;24/03/2022;10:25;73H;  RYR7477;ITALIA;;TFS
W21;Destino;PISA / GALILEO GALILEI;PSA;     S ;08/01/2022;26/03/2022;18:10;73H;  RYR7477;ITALIA;;TFS
W21;Destino;PISA / GALILEO GALILEI;PSA; M     ;02/11/2021;22/03/2022;18:35;73H;  RYR7477;ITALIA;;TFS
W21;Destino;PRAGA /RUZYNE;PRG;  X    ;02/03/2022;23/03/2022;11:30;32A;  EWG4203;REPUBLICA CHECA;;TFS
W21;Destino;PRAGA /RUZYNE;PRG;     S ;05/03/2022;26/03/2022;13:10;319;  EWG4203;REPUBLICA CHECA;;TFS
W21;Destino;PRAGA /RUZYNE;PRG;L   V  ;04/03/2022;25/03/2022;17:05;73J;  TVS2037;REPUBLICA CHECA;;TFS
W21;Destino;PRAGA /RUZYNE;PRG;     S ;12/03/2022;19/03/2022;17:40;73H;  TVS2037;REPUBLICA CHECA;;TFS
W21;Destino;PRAGA /RUZYNE;PRG;     S ;05/03/2022;05/03/2022;18:20;7M8;  TVS2037;REPUBLICA CHECA;;TFS
W21;Destino;RIGA;RIX;      D;06/03/2022;06/03/2022;12:55;223;  BTI762;LETONIA;;TFS
W21;Destino;RIGA;RIX; M J S ;02/11/2021;26/03/2022;14:10;223;  BTI762;LETONIA;;TFS
W21;Destino;RIGA;RIX;      D;13/03/2022;13/03/2022;14:10;223;  BTI762;LETONIA;;TFS
W21;Destino;ROMA / FIUMICINO;FCO; M     ;02/11/2021;22/03/2022;10:15;73H;  RYR246;ITALIA;;TFS
W21;Destino;ROMA / FIUMICINO;FCO;     S ;01/01/2022;26/03/2022;10:15;73H;  RYR246;ITALIA;;TFS
W21;Destino;ROMA / FIUMICINO;FCO;   J   ;03/02/2022;24/03/2022;10:35;73H;  RYR246;ITALIA;;TFS
W21;Destino;ROMA / FIUMICINO;FCO;    V  ;04/02/2022;25/03/2022;18:20;321;  WZZ8284;ITALIA;;TFS
W21;Destino;ROTTERDAM;RTM;      D;02/01/2022;20/03/2022;13:10;73H;  TFL632;HOLANDA;;TFS
W21;Destino;ROTTERDAM;RTM;   J   ;03/03/2022;24/03/2022;14:55;73H;  TFL625;HOLANDA;LPA;TFS
W21;Destino;ROTTERDAM;RTM;  X    ;29/12/2021;23/03/2022;15:00;73H;  TFL624;HOLANDA;;TFS
W21;Destino;SALZBURGO /W. A. MOZART;SZG;    V  ;05/11/2021;25/03/2022;11:30;32A;  EWG4377;AUSTRIA;;TFS
W21;Destino;SANTIAGO-ROSALﾍA DE CASTRO;SCQ;      D;02/01/2022;20/03/2022;9:00;73H;  RYR1123;ESPAﾑA;;TFS
W21;Destino;SANTIAGO-ROSALﾍA DE CASTRO;SCQ;   J   ;03/02/2022;24/03/2022;9:45;73H;  RYR1123;ESPAﾑA;;TFS
W21;Destino;SANTIAGO-ROSALﾍA DE CASTRO;SCQ; M     ;02/11/2021;22/03/2022;18:15;73H;  RYR1123;ESPAﾑA;;TFS
W21;Destino;SANTIAGO-ROSALﾍA DE CASTRO;SCQ;     S ;05/02/2022;26/03/2022;19:10;73H;  RYR1123;ESPAﾑA;;TFS
W21;Destino;SANTIAGO-ROSALﾍA DE CASTRO;SCQ;    V  ;07/01/2022;25/03/2022;20:00;73H;  RYR1123;ESPAﾑA;;TFS
W21;Destino;SEVILLA;SVQ;  X    ;02/03/2022;23/03/2022;9:20;73H;  RYR1961;ESPAﾑA;;TFS
W21;Destino;SEVILLA;SVQ;L      ;06/12/2021;21/03/2022;9:30;73H;  RYR1961;ESPAﾑA;;TFS
W21;Destino;SEVILLA;SVQ;    V  ;31/12/2021;25/03/2022;14:50;73H;  RYR1961;ESPAﾑA;;TFS
W21;Destino;SEVILLA;SVQ;      D;06/02/2022;20/03/2022;19:35;73H;  RYR1961;ESPAﾑA;;TFS
W21;Destino;SHANNON;SNN; M     ;02/11/2021;22/03/2022;12:10;73H;  RYR1349;IRLANDA;;TFS
W21;Destino;SHANNON;SNN;     S ;01/01/2022;26/03/2022;12:10;73H;  RYR1349;IRLANDA;;TFS
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;      D;06/03/2022;20/03/2022;10:45;319;  EWG2535;ALEMANIA;;TFS
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;     S ;12/02/2022;26/03/2022;13:30;32A;  EWG2535;ALEMANIA;;TFS
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;   J S ;04/11/2021;26/03/2022;16:35;7S8;  TUI2219;ALEMANIA;;TFS
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;  X    ;16/02/2022;23/03/2022;16:35;7S8;  TUI2219;ALEMANIA;;TFS
W21;Destino;STUTTGART/ ECHTERDINGEN;STR;  X    ;03/11/2021;23/03/2022;16:45;32A;  EWG2535;ALEMANIA;;TFS
W21;Destino;TOULOUSE /BLAGNAC;TLS;     SD;19/02/2022;26/03/2022;10:30;319;  VOE2565;FRANCIA;;TFS
W21;Destino;TREVISO/S.ANGELO (MIL);TSF;     S ;01/01/2022;26/03/2022;15:35;73H;  RYR4075;ITALIA;;TFS
W21;Destino;TREVISO/S.ANGELO (MIL);TSF;  X    ;03/11/2021;23/03/2022;15:50;73H;  RYR4075;ITALIA;;TFS
W21;Destino;VALENCIA;VLC; M     ;01/03/2022;22/03/2022;9:20;73H;  RYR1971;ESPAﾑA;;TFS
W21;Destino;VALENCIA;VLC;      D;06/03/2022;20/03/2022;9:55;73H;  RYR1971;ESPAﾑA;;TFS
W21;Destino;VALENCIA;VLC;   J   ;03/03/2022;24/03/2022;10:00;73H;  RYR1971;ESPAﾑA;;TFS
W21;Destino;VARSOVIA/MODLIN;WMI;  X    ;01/12/2021;23/03/2022;17:00;7M8;  RYR6122;POLONIA;;TFS
W21;Destino;VARSOVIA/MODLIN;WMI;     S ;01/01/2022;26/03/2022;17:35;7M8;  RYR5030;POLONIA;;TFS
W21;Destino;VERONA /VILLAFRANCA;VRN;L      ;07/03/2022;21/03/2022;14:25;7S8;  NOS1351;ITALIA;BLQ;TFS
W21;Destino;VIENA  /INTERNACIONAL;VIE;     S ;01/01/2022;26/03/2022;11:10;320;  RYR4790;AUSTRIA;;TFS
W21;Destino;VIENA  /INTERNACIONAL;VIE;      D;06/02/2022;20/03/2022;15:45;321;  WZZ2832;AUSTRIA;;TFS
W21;Destino;VIENA  /INTERNACIONAL;VIE;   J   ;03/02/2022;24/03/2022;15:55;321;  WZZ2832;AUSTRIA;;TFS
W21;Destino;VIENA  /INTERNACIONAL;VIE;      D;31/10/2021;20/03/2022;16:10;320;  RYR4790;AUSTRIA;;TFS
W21;Destino;VIENA  /INTERNACIONAL;VIE;  X    ;23/02/2022;23/03/2022;16:40;320;  RYR4790;AUSTRIA;;TFS
W21;Destino;VIENA  /INTERNACIONAL;VIE;   J S ;03/03/2022;26/03/2022;16:45;321;  AUA9506;AUSTRIA;;TFS
W21;Destino;VIENA  /INTERNACIONAL;VIE; M     ;08/03/2022;22/03/2022;19:55;321;  WZZ2832;AUSTRIA;;TFS
W21;Destino;WEEZE;NRN;      D;02/01/2022;20/03/2022;11:35;73H;  RYR8769;ALEMANIA;;TFS
W21;Destino;WEEZE;NRN;  X    ;03/11/2021;23/03/2022;13:15;73H;  RYR8769;ALEMANIA;;TFS
W21;Destino;ZURICH;ZRH;     S ;05/03/2022;26/03/2022;10:25;320;  EDW217;SUIZA;;TFS
W21;Destino;ZURICH;ZRH;      D;06/03/2022;20/03/2022;10:55;320;  EDW232;SUIZA;SPC;TFS
W21;Destino;ZURICH;ZRH;  X    ;03/11/2021;23/03/2022;11:25;320;  EDW215;SUIZA;;TFS
W21;Destino;ZURICH;ZRH;    V  ;28/01/2022;25/03/2022;11:30;320;  EDW215;SUIZA;;TFS
W21;Destino;ZURICH;ZRH;    V  ;11/03/2022;25/03/2022;13:45;320;  CFG1175;SUIZA;;TFS
W21;Destino;ZURICH;ZRH;LM J   ;01/03/2022;24/03/2022;14:00;320;  EDW215;SUIZA;;TFS
W21;Destino;ZURICH;ZRH;     S ;05/03/2022;26/03/2022;17:05;320;  EDW215;SUIZA;;TFS
W21;Destino;BERGEN/FLESLAND;BGO;L      ;08/11/2021;21/03/2022;18:20;290;  WIF7761;NORUEGA;;ACE
W21;Destino;BILLUND;BLL;    V  ;04/03/2022;18/03/2022;12:25;73H;  JTD532;DINAMARCA;;ACE
W21;Destino;BILLUND;BLL;    V  ;14/01/2022;11/03/2022;14:30;320;  DX487;DINAMARCA;;ACE
W21;Destino;BIRMINGHAM / INTERNACIONAL;BHX;   J   ;03/03/2022;24/03/2022;14:50;73H;  TOM7447;REINO UNIDO;;ACE
W21;Destino;BIRMINGHAM / INTERNACIONAL;BHX;L      ;07/03/2022;21/03/2022;14:50;73H;  TOM7195;REINO UNIDO;;ACE
W21;Destino;BIRMINGHAM / INTERNACIONAL;BHX;      D;20/02/2022;20/03/2022;20:05;73H;  TOM7763;REINO UNIDO;;ACE
W21;Destino;BOURNEMOUTH  INTL;BOH;   J   ;16/12/2021;24/03/2022;12:45;73H;  TOM6427;REINO UNIDO;;ACE
W21;Destino;BOURNEMOUTH  INTL;BOH;      D;05/12/2021;20/03/2022;14:30;73H;  TOM6745;REINO UNIDO;;ACE
W21;Destino;BRISTOL;BRS;   J   ;30/12/2021;24/03/2022;14:50;7M8;  TOM6465;REINO UNIDO;;ACE
W21;Destino;BRISTOL;BRS;      D;06/03/2022;20/03/2022;18:35;7M8;  TOM6759;REINO UNIDO;;ACE
W21;Destino;CAPE TOWN;CPT;     S ;12/03/2022;12/03/2022;7:15;GJ5;  ZZZNAA;SUDAFRICA;;ACE
W21;Destino;CARDIFF-WALES;CWL;   J   ;03/03/2022;24/03/2022;15:40;7M8;  TOM6423;REINO UNIDO;;ACE
W21;Destino;CARDIFF-WALES;CWL;      D;06/03/2022;20/03/2022;20:00;7M8;  TOM6707;REINO UNIDO;;ACE
W21;Destino;CHOPINA W WARSZAWIE;WAW;      D;16/01/2022;20/03/2022;0:10;7M8;  TVP7333;POLONIA;;ACE
W21;Destino;COPENHAGUE;CPH;L      ;20/12/2021;21/03/2022;13:35;73H;  JTD262;DINAMARCA;;ACE
W21;Destino;COPENHAGUE;CPH;    V  ;07/01/2022;25/03/2022;14:20;32B;  VKG1105;DINAMARCA;;ACE
W21;Destino;DONCASTER SHEFFIELD ROBIN HOOD;DSA;L      ;03/01/2022;21/03/2022;15:00;7M8;  TOM3189;REINO UNIDO;;ACE
W21;Destino;DONCASTER SHEFFIELD ROBIN HOOD;DSA;      D;06/03/2022;20/03/2022;19:45;7M8;  TOM3773;REINO UNIDO;;ACE
W21;Destino;DONCASTER SHEFFIELD ROBIN HOOD;DSA;   J   ;03/03/2022;24/03/2022;19:55;7M8;  TOM3493;REINO UNIDO;;ACE
W21;Destino;DUBLIN;DUB;   J   ;30/12/2021;24/03/2022;15:00;73H;  TOM1487;IRLANDA;;ACE
W21;Destino;EAST MIDLANDS;EMA;   J   ;30/12/2021;24/03/2022;15:20;73H;  TOM7415;REINO UNIDO;;ACE
W21;Destino;EAST MIDLANDS;EMA;      D;27/02/2022;20/03/2022;19:15;73H;  TOM7719;REINO UNIDO;;ACE
W21;Destino;ESTOCOLMO/ARLANDA;ARN;L      ;20/12/2021;21/03/2022;15:35;788;  BLX184;SUECIA;;ACE
W21;Destino;EXETER;EXT;   J   ;16/12/2021;24/03/2022;11:50;73H;  TOM6463;REINO UNIDO;;ACE
W21;Destino;EXETER;EXT;      D;02/01/2022;20/03/2022;14:50;73H;  TOM6701;REINO UNIDO;;ACE
W21;Destino;GLASGOW /GLASGOW INTERNACIONAL;GLA;   J   ;03/03/2022;24/03/2022;15:00;7M8;  TOM1449;REINO UNIDO;;ACE
W21;Destino;GLASGOW /GLASGOW INTERNACIONAL;GLA;      D;06/03/2022;20/03/2022;19:40;7M8;  TOM1789;REINO UNIDO;;ACE
W21;Destino;GOTEBORG /LANDVETTER;GOT;L      ;22/11/2021;21/03/2022;15:20;73H;  BLX284;SUECIA;;ACE
